smiles,id,"logP
experimental
",train/test
[H]OS1([H])(=O)C([H])([H])C([H])=C(N(C(=O)C([H])([H])OC(=O)C2=C(N([H])C(C(=O)OC([H])([H])C([H])([H])[H])=C2C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C1([H])[H],ZINC03359154,3.35,train
[H]OS1([H])(=O)C([H])=C([H])[C@@]([H])(N(C(=O)C([H])([H])OC(=O)C2=C(N([H])C(C(=O)OC([H])([H])C([H])([H])[H])=C2C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C1([H])[H],ZINC03359154,3.35,train
[H]OS1([H])(=O)C([H])=C(N(C(=O)C([H])([H])OC(=O)C2=C(N([H])C(C(=O)OC([H])([H])C([H])([H])[H])=C2C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H],ZINC03359154,3.35,train
[H]OS1([H])(O[H])=C([H])[C@@]([H])(C([H])=C1[H])N(C(=O)C([H])([H])OC(=O)C1=C(N([H])C(C(=O)OC([H])([H])C([H])([H])[H])=C1C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],ZINC03359154,3.35,train
[H]OS1([H])(O[H])=C([H])C([H])([H])C(=C1[H])N(C(=O)C([H])([H])OC(=O)C1=C(N([H])C(C(=O)OC([H])([H])C([H])([H])[H])=C1C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],ZINC03359154,3.35,train
[H]OS1([H])(O[H])=C([H])C([H])=C(N(C(=O)C([H])([H])OC(=O)C2=C(N([H])C(C(=O)OC([H])([H])C([H])([H])[H])=C2C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C1([H])[H],ZINC03359154,3.35,train
[H]OS1([H])(O[H])=C([H])C(=C([H])C1([H])[H])N(C(=O)C([H])([H])OC(=O)C1=C(N([H])C(C(=O)OC([H])([H])C([H])([H])[H])=C1C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],ZINC03359154,3.35,train
[H]OS1(=O)=C([H])[C@]([H])(N(C(=O)C([H])([H])OC(=O)C2=C(N([H])C(C(=O)OC([H])([H])C([H])([H])[H])=C2C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H],ZINC03359154,3.35,train
[H]OS1(=O)=C([H])C([H])([H])[C@@]([H])(N(C(=O)C([H])([H])OC(=O)C2=C(N([H])C(C(=O)OC([H])([H])C([H])([H])[H])=C2C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C1([H])[H],ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OC=C(O)N(C)[C@@H]2C=CS(O)(O)=C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OC=C(O)N(C)[C@@H]2CC=S(O)(=O)C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OC=C(O)N(C)[C@@H]2CC=S(O)(O)=C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OC=C(O)N(C)[C@@H]2CCS(=O)(=O)C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OC=C(O)N(C)[C@@H]2CCS(O)(=O)=C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OC=C(O)N(C)[C@H]2CS(O)(=O)C=C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OC=C(O)N(C)C2=CC=S(O)(O)C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OC=C(O)N(C)C2=CCS(O)(=O)C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OC=C(O)N(C)C2=CCS(O)(O)=C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OC=C(O)N(C)C2=CS(O)(=O)CC2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OC=C(O)N(C)C2=CS(O)(O)=CC2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OC=C(O)N(C)C2=CS(O)(O)C=C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OC=C(O)N(C)C2C=CS(O)(O)=C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OC=C(O)N(C)C2CC=S(O)(=O)C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OC=C(O)N(C)C2CC=S(O)(O)=C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OC=C(O)N(C)C2CCS(=O)(=O)C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OC=C(O)N(C)C2CCS(O)(=O)=C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OC=C(O)N(C)C2CS(O)(=O)C=C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OCC(=O)N(C)[C@@H]2C=CS(O)(O)=C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OCC(=O)N(C)[C@@H]2CC=S(O)(=O)C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OCC(=O)N(C)[C@@H]2CC=S(O)(O)=C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OCC(=O)N(C)[C@@H]2CCS(=O)(=O)C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OCC(=O)N(C)[C@@H]2CCS(O)(=O)=C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OCC(=O)N(C)[C@H]2CS(O)(=O)C=C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OCC(=O)N(C)C2=CC=S(O)(O)C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OCC(=O)N(C)C2=CCS(O)(=O)C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OCC(=O)N(C)C2=CCS(O)(O)=C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OCC(=O)N(C)C2=CS(O)(=O)CC2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OCC(=O)N(C)C2=CS(O)(O)=CC2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OCC(=O)N(C)C2=CS(O)(O)C=C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OCC(=O)N(C)C2C=CS(O)(O)=C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OCC(=O)N(C)C2CC=S(O)(=O)C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OCC(=O)N(C)C2CC=S(O)(O)=C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OCC(=O)N(C)C2CCS(=O)(=O)C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OCC(=O)N(C)C2CCS(O)(=O)=C2)=C(C)N1,ZINC03359154,3.35,train
CCOC(=O)C1=C(C)C(C(=O)OCC(=O)N(C)C2CS(O)(=O)C=C2)=C(C)N1,ZINC03359154,3.35,train
[H]C([H])=C1N([H])C(=S)N([H])[C@]([H])(C2=C([H])C([H])=C(O2)C2=C([H])C([H])=C(C([H])=C2[H])C(=O)C([H])([H])[H])[C@@]1([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],ZINC03359239,4.53,train
[H]N1C(=S)N([H])[C@]([H])(C2=C([H])C([H])=C(O2)C2=C([H])C([H])=C(C([H])=C2[H])C(=O)C([H])([H])[H])C(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=C1C([H])([H])[H],ZINC03359239,4.53,train
[H]N1C(=S)N=C(C([H])([H])[H])[C@]([H])(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@@]1([H])C1=C([H])C([H])=C(O1)C1=C([H])C([H])=C(C([H])=C1[H])C(=O)C([H])([H])[H],ZINC03359239,4.53,train
[H]OC(=C([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C(O1)[C@@]1([H])N([H])C(=S)N([H])C(=C([H])[H])[C@]1([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],ZINC03359239,4.53,train
[H]OC(=C([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C(O1)[C@@]1([H])N([H])C(=S)N([H])C(=C1C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],ZINC03359239,4.53,train
[H]OC(=C([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C(O1)[C@@]1([H])N([H])C(=S)N=C(C([H])([H])[H])[C@]1([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],ZINC03359239,4.53,train
[H]OC(=C([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C(O1)[C@@]1([H])N([H])C(S[H])=NC(=C([H])[H])[C@]1([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],ZINC03359239,4.53,train
[H]OC(=C([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C(O1)[C@@]1([H])N([H])C(S[H])=NC(=C1C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],ZINC03359239,4.53,train
[H]OC(=C([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C(O1)[C@@]1([H])N=C(S[H])N([H])C(=C([H])[H])[C@]1([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],ZINC03359239,4.53,train
[H]OC(=C([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C(O1)[C@@]1([H])N=C(S[H])N([H])C(=C1C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],ZINC03359239,4.53,train
[H]OC(=C([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C(O1)[C@@]1([H])N=C(S[H])N=C(C([H])([H])[H])[C@]1([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],ZINC03359239,4.53,train
[H]SC1=N[C@]([H])(C2=C([H])C([H])=C(O2)C2=C([H])C([H])=C(C([H])=C2[H])C(=O)C([H])([H])[H])[C@@]([H])(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=C([H])[H])N1[H],ZINC03359239,4.53,train
[H]SC1=N[C@]([H])(C2=C([H])C([H])=C(O2)C2=C([H])C([H])=C(C([H])=C2[H])C(=O)C([H])([H])[H])[C@@]([H])(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=N1)C([H])([H])[H],ZINC03359239,4.53,train
[H]SC1=N[C@]([H])(C2=C([H])C([H])=C(O2)C2=C([H])C([H])=C(C([H])=C2[H])C(=O)C([H])([H])[H])C(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=C(N1[H])C([H])([H])[H],ZINC03359239,4.53,train
[H]SC1=NC(=C([H])[H])[C@]([H])(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@]([H])(N1[H])C1=C([H])C([H])=C(O1)C1=C([H])C([H])=C(C([H])=C1[H])C(=O)C([H])([H])[H],ZINC03359239,4.53,train
[H]SC1=NC(=C(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@]([H])(N1[H])C1=C([H])C([H])=C(O1)C1=C([H])C([H])=C(C([H])=C1[H])C(=O)C([H])([H])[H])C([H])([H])[H],ZINC03359239,4.53,train
CC(=O)C1=CC=C(C=C1)C1=CC=C(O1)[C@H]1N=C(S)N=C(C)[C@@H]1C(=O)OC(C)(C)C,ZINC03359239,4.53,train
CC(=O)C1=CC=C(C=C1)C1=CC=C(O1)[C@H]1N=C(S)NC(=C)[C@@H]1C(=O)OC(C)(C)C,ZINC03359239,4.53,train
CC(=O)C1=CC=C(C=C1)C1=CC=C(O1)[C@H]1N=C(S)NC(C)=C1C(=O)OC(C)(C)C,ZINC03359239,4.53,train
CC(=O)C1=CC=C(C=C1)C1=CC=C(O1)[C@H]1NC(=S)N=C(C)[C@@H]1C(=O)OC(C)(C)C,ZINC03359239,4.53,train
CC(=O)C1=CC=C(C=C1)C1=CC=C(O1)[C@H]1NC(=S)NC(=C)[C@@H]1C(=O)OC(C)(C)C,ZINC03359239,4.53,train
CC(=O)C1=CC=C(C=C1)C1=CC=C(O1)[C@H]1NC(=S)NC(C)=C1C(=O)OC(C)(C)C,ZINC03359239,4.53,train
CC(=O)C1=CC=C(C=C1)C1=CC=C(O1)[C@H]1NC(S)=NC(=C)[C@@H]1C(=O)OC(C)(C)C,ZINC03359239,4.53,train
CC(=O)C1=CC=C(C=C1)C1=CC=C(O1)[C@H]1NC(S)=NC(C)=C1C(=O)OC(C)(C)C,ZINC03359239,4.53,train
CC(=O)C1=CC=C(C=C1)C1=CC=C(O1)C1N=C(S)N=C(C)C1C(=O)OC(C)(C)C,ZINC03359239,4.53,train
CC(=O)C1=CC=C(C=C1)C1=CC=C(O1)C1N=C(S)NC(=C)C1C(=O)OC(C)(C)C,ZINC03359239,4.53,train
CC(=O)C1=CC=C(C=C1)C1=CC=C(O1)C1N=C(S)NC(C)=C1C(=O)OC(C)(C)C,ZINC03359239,4.53,train
CC(=O)C1=CC=C(C=C1)C1=CC=C(O1)C1NC(=S)N=C(C)C1C(=O)OC(C)(C)C,ZINC03359239,4.53,train
CC(=O)C1=CC=C(C=C1)C1=CC=C(O1)C1NC(=S)NC(=C)C1C(=O)OC(C)(C)C,ZINC03359239,4.53,train
CC(=O)C1=CC=C(C=C1)C1=CC=C(O1)C1NC(=S)NC(C)=C1C(=O)OC(C)(C)C,ZINC03359239,4.53,train
CC(=O)C1=CC=C(C=C1)C1=CC=C(O1)C1NC(S)=NC(=C)C1C(=O)OC(C)(C)C,ZINC03359239,4.53,train
CC(=O)C1=CC=C(C=C1)C1=CC=C(O1)C1NC(S)=NC(C)=C1C(=O)OC(C)(C)C,ZINC03359239,4.53,train
CC(C)(C)OC(=O)[C@@H]1[C@H](N=C(S)NC1=C)C1=CC=C(O1)C1=CC=C(C=C1)C(O)=C,ZINC03359239,4.53,train
CC(C)(C)OC(=O)[C@@H]1[C@H](NC(=S)NC1=C)C1=CC=C(O1)C1=CC=C(C=C1)C(O)=C,ZINC03359239,4.53,train
CC(C)(C)OC(=O)[C@@H]1[C@H](NC(S)=NC1=C)C1=CC=C(O1)C1=CC=C(C=C1)C(O)=C,ZINC03359239,4.53,train
CC(C)(C)OC(=O)C1C(N=C(S)NC1=C)C1=CC=C(O1)C1=CC=C(C=C1)C(O)=C,ZINC03359239,4.53,train
CC(C)(C)OC(=O)C1C(NC(=S)NC1=C)C1=CC=C(O1)C1=CC=C(C=C1)C(O)=C,ZINC03359239,4.53,train
CC(C)(C)OC(=O)C1C(NC(S)=NC1=C)C1=CC=C(O1)C1=CC=C(C=C1)C(O)=C,ZINC03359239,4.53,train
CC1=C([C@H](N=C(S)N1)C1=CC=C(O1)C1=CC=C(C=C1)C(O)=C)C(=O)OC(C)(C)C,ZINC03359239,4.53,train
CC1=C([C@H](NC(=S)N1)C1=CC=C(O1)C1=CC=C(C=C1)C(O)=C)C(=O)OC(C)(C)C,ZINC03359239,4.53,train
CC1=C([C@H](NC(S)=N1)C1=CC=C(O1)C1=CC=C(C=C1)C(O)=C)C(=O)OC(C)(C)C,ZINC03359239,4.53,train
CC1=C(C(N=C(S)N1)C1=CC=C(O1)C1=CC=C(C=C1)C(O)=C)C(=O)OC(C)(C)C,ZINC03359239,4.53,train
CC1=C(C(NC(=S)N1)C1=CC=C(O1)C1=CC=C(C=C1)C(O)=C)C(=O)OC(C)(C)C,ZINC03359239,4.53,train
CC1=C(C(NC(S)=N1)C1=CC=C(O1)C1=CC=C(C=C1)C(O)=C)C(=O)OC(C)(C)C,ZINC03359239,4.53,train
CC1=NC(=S)N[C@@H]([C@H]1C(=O)OC(C)(C)C)C1=CC=C(O1)C1=CC=C(C=C1)C(O)=C,ZINC03359239,4.53,train
CC1=NC(=S)NC(C1C(=O)OC(C)(C)C)C1=CC=C(O1)C1=CC=C(C=C1)C(O)=C,ZINC03359239,4.53,train
CC1=NC(S)=N[C@@H]([C@H]1C(=O)OC(C)(C)C)C1=CC=C(O1)C1=CC=C(C=C1)C(O)=C,ZINC03359239,4.53,train
CC1=NC(S)=NC(C1C(=O)OC(C)(C)C)C1=CC=C(O1)C1=CC=C(C=C1)C(O)=C,ZINC03359239,4.53,train
[H]N([H])C1=C(C(=O)C([H])([H])SC2=NN=C(N2C2=C([H])C(=C([H])C([H])=C2[H])C(F)(F)F)C2=C([H])C([H])=C(OC([H])([H])[H])C([H])=C2[H])C(=O)N(C(=O)N1C([H])([H])[H])C([H])([H])[H],ZINC03360361,4.89,train
[H]OC(=C([H])SC1=NN=C(N1C1=C([H])C(=C([H])C([H])=C1[H])C(F)(F)F)C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])C1=C(N([H])[H])N(C(=O)N(C1=O)C([H])([H])[H])C([H])([H])[H],ZINC03360361,4.89,train
[H]OC(=C([H])SC1=NN=C(N1C1=C([H])C(=C([H])C([H])=C1[H])C(F)(F)F)C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])C1=C(O[H])N(C(=O)N(C1=N[H])C([H])([H])[H])C([H])([H])[H],ZINC03360361,4.89,train
[H]OC1=C(C(=O)C([H])([H])SC2=NN=C(N2C2=C([H])C(=C([H])C([H])=C2[H])C(F)(F)F)C2=C([H])C([H])=C(OC([H])([H])[H])C([H])=C2[H])C(=N[H])N(C(=O)N1C([H])([H])[H])C([H])([H])[H],ZINC03360361,4.89,train
COC1=CC=C(C=C1)C1=NN=C(SC=C(O)C2=C(N)N(C)C(=O)N(C)C2=O)N1C1=CC=CC(=C1)C(F)(F)F,ZINC03360361,4.89,train
COC1=CC=C(C=C1)C1=NN=C(SC=C(O)C2=C(O)N(C)C(=O)N(C)C2=N)N1C1=CC=CC(=C1)C(F)(F)F,ZINC03360361,4.89,train
COC1=CC=C(C=C1)C1=NN=C(SCC(=O)C2=C(N)N(C)C(=O)N(C)C2=O)N1C1=CC=CC(=C1)C(F)(F)F,ZINC03360361,4.89,train
COC1=CC=C(C=C1)C1=NN=C(SCC(=O)C2=C(O)N(C)C(=O)N(C)C2=N)N1C1=CC=CC(=C1)C(F)(F)F,ZINC03360361,4.89,train
[H]\\C(=C(/C(=O)OC([H])([H])C(=O)N(C([H])([H])C([H])([H])[H])[C@]1([H])C([H])([H])C([H])([H])S(=O)(=O)C1([H])[H])C1=C([H])C([H])=C(F)C([H])=C1[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H],ZINC03361997,4.95,train
CCN([C@@H]1C=CS(O)(O)=C1)C(=O)COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1,ZINC03361997,4.95,train
CCN([C@@H]1C=CS(O)(O)=C1)C(O)=COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1,ZINC03361997,4.95,train
CCN([C@@H]1CC=S(O)(=O)C1)C(=O)COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1,ZINC03361997,4.95,train
CCN([C@@H]1CC=S(O)(=O)C1)C(O)=COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1,ZINC03361997,4.95,train
CCN([C@@H]1CC=S(O)(O)=C1)C(=O)COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1,ZINC03361997,4.95,train
CCN([C@@H]1CC=S(O)(O)=C1)C(O)=COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1,ZINC03361997,4.95,train
CCN([C@@H]1CCS(=O)(=O)C1)C(=O)COC(=O)C(=C\C1=CC=C(Cl)C=C1)\C1=CC=C(F)C=C1,ZINC03361997,4.95,train
CCN([C@@H]1CCS(=O)(=O)C1)C(=O)COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1,ZINC03361997,4.95,train
CCN([C@@H]1CCS(=O)(=O)C1)C(O)=COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1,ZINC03361997,4.95,train
CCN([C@@H]1CCS(O)(=O)=C1)C(=O)COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1,ZINC03361997,4.95,train
CCN([C@@H]1CCS(O)(=O)=C1)C(O)=COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1,ZINC03361997,4.95,train
CCN([C@H]1CS(O)(=O)C=C1)C(=O)COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1,ZINC03361997,4.95,train
CCN([C@H]1CS(O)(=O)C=C1)C(O)=COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1,ZINC03361997,4.95,train
CCN(C(=O)COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1)C1=CC=S(O)(O)C1,ZINC03361997,4.95,train
CCN(C(=O)COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1)C1=CCS(O)(=O)C1,ZINC03361997,4.95,train
CCN(C(=O)COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1)C1=CCS(O)(O)=C1,ZINC03361997,4.95,train
CCN(C(=O)COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1)C1=CS(O)(=O)CC1,ZINC03361997,4.95,train
CCN(C(=O)COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1)C1=CS(O)(O)=CC1,ZINC03361997,4.95,train
CCN(C(=O)COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1)C1=CS(O)(O)C=C1,ZINC03361997,4.95,train
CCN(C(O)=COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1)C1=CC=S(O)(O)C1,ZINC03361997,4.95,train
CCN(C(O)=COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1)C1=CCS(O)(=O)C1,ZINC03361997,4.95,train
CCN(C(O)=COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1)C1=CCS(O)(O)=C1,ZINC03361997,4.95,train
CCN(C(O)=COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1)C1=CS(O)(=O)CC1,ZINC03361997,4.95,train
CCN(C(O)=COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1)C1=CS(O)(O)=CC1,ZINC03361997,4.95,train
CCN(C(O)=COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1)C1=CS(O)(O)C=C1,ZINC03361997,4.95,train
CCN(C1C=CS(O)(O)=C1)C(=O)COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1,ZINC03361997,4.95,train
CCN(C1C=CS(O)(O)=C1)C(O)=COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1,ZINC03361997,4.95,train
CCN(C1CC=S(O)(=O)C1)C(=O)COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1,ZINC03361997,4.95,train
CCN(C1CC=S(O)(=O)C1)C(O)=COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1,ZINC03361997,4.95,train
CCN(C1CC=S(O)(O)=C1)C(=O)COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1,ZINC03361997,4.95,train
CCN(C1CC=S(O)(O)=C1)C(O)=COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1,ZINC03361997,4.95,train
CCN(C1CCS(=O)(=O)C1)C(=O)COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1,ZINC03361997,4.95,train
CCN(C1CCS(=O)(=O)C1)C(O)=COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1,ZINC03361997,4.95,train
CCN(C1CCS(O)(=O)=C1)C(=O)COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1,ZINC03361997,4.95,train
CCN(C1CCS(O)(=O)=C1)C(O)=COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1,ZINC03361997,4.95,train
CCN(C1CS(O)(=O)C=C1)C(=O)COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1,ZINC03361997,4.95,train
CCN(C1CS(O)(=O)C=C1)C(O)=COC(=O)C(=CC1=CC=C(Cl)C=C1)C1=CC=C(F)C=C1,ZINC03361997,4.95,train
[H]N(C(=O)C([H])([H])OC(=O)C(=C(/[H])C1=C([H])C([H])=C([H])S1)\\C1=C([H])C([H])=C([H])S1)C1=C(C([H])=C(C([H])=C1[H])C([H])([H])[H])C([H])([H])[H],ZINC03369081,3.83,train
CC1=CC=C(N=C(O)COC(=O)C(=CC2=CC=CS2)C2=CC=CS2)C(C)=C1,ZINC03369081,3.83,train
CC1=CC=C(NC(=O)COC(=O)C(=C\C2=CC=CS2)\C2=CC=CS2)C(C)=C1,ZINC03369081,3.83,train
CC1=CC=C(NC(=O)COC(=O)C(=CC2=CC=CS2)C2=CC=CS2)C(C)=C1,ZINC03369081,3.83,train
CC1=CC=C(NC(O)=COC(=O)C(=CC2=CC=CS2)C2=CC=CS2)C(C)=C1,ZINC03369081,3.83,train
[H]C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])N1C(=O)C(=O)N(C2=C1C([H])=C([H])C(Cl)=C2[H])C([H])([H])C1=C([H])C([H])=C([H])C(=C1[H])S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H],ZINC03372338,3.37,train
CN(C)S(=O)(=O)C1=CC=CC(CN2C(=O)C(=O)N(CC3=CC=CC=C3)C3=CC=C(Cl)C=C23)=C1,ZINC03372338,3.37,train
CN(C)S(=O)(=O)c1cccc(Cn2c3cc(Cl)ccc3n(Cc3ccccc3)c(=O)c2=O)c1,ZINC03372338,3.37,train
[H]N(C1=C2C(SC3=C2C([H])([H])C([H])([H])C([H])([H])C3([H])[H])=NC(=N1)C1=C([H])N=C([H])C([H])=C1[H])C([H])([H])C([H])([H])C(=O)OC([H])([H])[H],ZINC03378626,4.69,train
[H]N(C1=NC(=NC2=C1C1=C(S2)C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C1=C([H])N=C([H])C([H])=C1[H])C([H])([H])C([H])([H])C(=O)OC([H])([H])[H],ZINC03378626,4.69,train
[H]N1C(=NC([H])([H])C([H])([H])C(=O)OC([H])([H])[H])C2=C(SC3=C2C([H])([H])C([H])([H])C([H])([H])C3([H])[H])N=C1C1=C([H])N=C([H])C([H])=C1[H],ZINC03378626,4.69,train
